2021 Next Generation MCAS Achievement Results ,,,,,,,,,,,,,,,,,
District Name,District Code,Subject,M+E #,M+E %,E #,E %,M #,M %,PM #,PM %,NM #,NM %,No. of Students Included,Part. Rate %,Avg. Scaled Score,SGP,Included In SGP
Tewksbury,02950000,SCI,         219,49,          23,5,         196,44,         184,41,          45,10,         448,98,     498.6,,
Tisbury,02960000,ELA,          96,55,          18,10,          78,45,          62,36,          15,9,         173,97,     502.4,          37.9,          92
Tisbury,02960000,MATH,          81,46,           6,3,          75,43,          81,46,          13,7,         175,98,     497.7,          34.9,          92
Tisbury,02960000,SCI,          27,44,           5,8,          22,36,          27,44,           7,11,          61,98,     498.7,,
Topsfield,02980000,ELA,         201,59,          31,9,         170,50,         115,34,          22,7,         338,99,     503.3,          36.1,         161
Topsfield,02980000,MATH,         115,34,           7,2,         108,32,         178,53,          45,13,         338,99,     491.1,          21.7,         160
Topsfield,02980000,SCI,          59,72,          12,15,          47,57,          21,26,           2,2,          82,100,     509.7,,
Triton,07730000,ELA,         480,47,          71,7,         409,40,         424,42,         109,11,"       1,013",98,     498.0,          37.6,         640
Triton,07730000,MATH,         310,31,          26,3,         284,28,         554,55,         151,15,"       1,015",98,     490.5,          37.1,         643
Triton,07730000,SCI,         154,45,          16,5,         138,41,         146,43,          39,12,         339,98,     496.4,,
Truro,03000000,ELA,          33,67,           2,4,          31,63,          16,33,           0,0,          49,98,     504.7,,          17
Truro,03000000,MATH,          23,47,           4,8,          19,39,          20,41,           6,12,          49,98,     494.4,,          18
Truro,03000000,SCI,          14,74,           2,11,          12,63,           5,26,           0,0,          19,100,     509.3,,
Tyngsborough,03010000,ELA,         374,49,          40,5,         334,44,         323,42,          70,9,         767,99,     498.8,          33.6,         475
Tyngsborough,03010000,MATH,         275,36,          29,4,         246,32,         399,52,          92,12,         766,98,     493.5,          33.8,         477
Tyngsborough,03010000,SCI,         103,44,          15,6,          88,37,         109,46,          24,10,         236,98,     496.3,,
UP Academy Charter School of Boston (District),04800000,ELA,          51,16,           2,1,          49,15,         132,40,         143,44,         326,93,     476.5,          29.1,         296
UP Academy Charter School of Boston (District),04800000,MATH,          39,12,           1,0,          38,12,         137,43,         144,45,         320,91,     475.9,          28.9,         284
UP Academy Charter School of Boston (District),04800000,SCI,           2,3,           0,0,           2,3,          29,50,          27,47,          58,91,     473.4,,
UP Academy Charter School of Dorchester (District),35050000,ELA,          54,13,           3,1,          51,12,         205,49,         160,38,         419,98,     476.4,          21.9,         263
UP Academy Charter School of Dorchester (District),35050000,MATH,          18,4,           0,0,          18,4,         175,42,         220,53,         413,97,     468.4,          24.1,         256
UP Academy Charter School of Dorchester (District),35050000,SCI,           6,5,           0,0,           6,5,          52,46,          54,48,         112,97,     472.0,,
Up-Island Regional,07740000,ELA,         137,52,          18,7,         119,45,         103,39,          25,9,         265,99,     499.7,          31.1,         161
Up-Island Regional,07740000,MATH,         105,40,          11,4,          94,35,         121,46,          39,15,         265,99,     493.8,          39.4,         162
Up-Island Regional,07740000,SCI,          50,60,           9,11,          41,49,          25,30,           9,11,          84,98,     500.8,,
Uxbridge,03040000,ELA,         361,49,          41,6,         320,44,         294,40,          78,11,         733,97,     497.3,          40.8,         466
Uxbridge,03040000,MATH,         247,34,          19,3,         228,31,         366,50,         118,16,         731,96,     490.2,          31.4,         466
Uxbridge,03040000,SCI,         106,42,          17,7,          89,35,         120,48,          26,10,         252,98,     497.3,,
Veritas Preparatory Charter School (District),04980000,ELA,         122,31,          18,5,         104,26,         170,43,         107,27,         399,99,     487.6,          26.7,         355
Veritas Preparatory Charter School (District),04980000,MATH,          92,23,           9,2,          83,21,         202,51,         101,26,         395,98,     484.0,          28.3,         352
Veritas Preparatory Charter School (District),04980000,SCI,          38,28,           3,2,          35,26,          59,43,          39,29,         136,96,     484.4,,
Wachusett,07750000,ELA,"       1,760",57,         271,9,"       1,489",48,"       1,115",36,         228,7,"       3,103",97,     503.0,          35.8,"       2,010"
Wachusett,07750000,MATH,"       1,308",42,         132,4,"       1,176",38,"       1,468",47,         319,10,"       3,095",96,     496.2,          30.5,"       2,010"
Wachusett,07750000,SCI,         561,55,          95,9,         466,46,         391,38,          71,7,"       1,023",96,     502.5,,
Wakefield,03050000,ELA,         818,53,         103,7,         715,46,         574,37,         151,10,"       1,543",97,     500.0,          36.3,         974
Wakefield,03050000,MATH,         608,39,          59,4,         549,36,         759,49,         179,12,"       1,546",97,     494.3,          28.5,         977
Wakefield,03050000,SCI,         262,54,          45,9,         217,45,         184,38,          40,8,         486,96,     501.7,,
Wales,03060000,ELA,          37,58,           2,3,          35,55,          25,39,           2,3,          64,96,     502.3,          36.9,          35
Wales,03060000,MATH,          28,44,           1,2,          27,42,          30,47,           6,9,          64,96,     494.5,          49.3,          35
Wales,03060000,SCI,          11,48,           0,0,          11,48,          10,43,           2,9,          23,96,     494.9,,
Walpole,03070000,ELA,"       1,019",62,         170,10,         849,52,         483,30,         135,8,"       1,637",99,     504.7,          35.7,"       1,034"
Walpole,03070000,MATH,         949,58,         162,10,         787,48,         564,34,         125,8,"       1,638",99,     502.9,          36.4,"       1,034"
Walpole,03070000,SCI,         289,56,          69,13,         220,43,         189,37,          37,7,         515,99,     504.3,,
Waltham,03080000,ELA,"       1,008",42,         195,8,         813,34,         978,41,         427,18,"       2,413",98,     494.6,          41.8,"       1,356"
Waltham,03080000,MATH,         726,30,          79,3,         647,27,"       1,080",45,         599,25,"       2,405",98,     486.9,          34.2,"       1,351"
Waltham,03080000,SCI,         221,30,          36,5,         185,25,         313,43,         195,27,         729,97,     487.5,,
Ware,03090000,ELA,         186,34,           8,1,         178,33,         250,46,         109,20,         545,98,     490.2,          35.9,         361
Ware,03090000,MATH,          99,18,           2,0,          97,18,         273,50,         171,31,         543,97,     480.3,          31.4,         358
Ware,03090000,SCI,          70,36,          10,5,          60,31,          87,45,          38,19,         195,96,     491.3,,
Wareham,03100000,ELA,         310,31,          25,3,         285,29,         471,48,         210,21,         991,98,     489.9,          33.3,         609
Wareham,03100000,MATH,         146,15,           7,1,         139,14,         506,51,         339,34,         991,98,     479.2,          27.2,         607
Wareham,03100000,SCI,          74,28,           9,3,          65,24,         137,51,          58,22,         269,98,     489.1,,
Watertown,03140000,ELA,         502,46,          92,8,         410,37,         441,40,         152,14,"       1,095",97,     497.2,          40.3,         643
Watertown,03140000,MATH,         334,31,          36,3,         298,27,         546,50,         215,20,"       1,095",97,     489.0,          34.4,         644
Watertown,03140000,SCI,         171,47,          36,10,         135,37,         143,40,          47,13,         361,99,     498.0,,
Wayland,03150000,ELA,         910,73,         207,17,         703,57,         293,24,          36,3,"       1,239",96,     511.3,          43.9,         744
Wayland,03150000,MATH,         809,66,         177,14,         632,51,         365,30,          60,5,"       1,234",96,     507.9,          37.1,         740
Wayland,03150000,SCI,         296,76,          80,21,         216,56,          79,20,          12,3,         387,93,     513.2,,
Webster,03160000,ELA,         216,27,          17,2,         199,24,         399,49,         199,24,         814,95,     485.6,          30.0,         467
Webster,03160000,MATH,         108,14,           7,1,         101,13,         382,49,         297,38,         787,92,     477.1,          23.4,         447
Webster,03160000,SCI,          65,25,           5,2,          60,23,         129,50,          65,25,         259,89,     484.8,,
Wellesley,03170000,ELA,"       1,535",75,         450,22,"       1,085",53,         429,21,          86,4,"       2,050",98,     514.1,          43.8,"       1,265"
Wellesley,03170000,MATH,"       1,266",62,         265,13,"       1,001",49,         656,32,         129,6,"       2,051",98,     506.0,          34.5,"       1,262"
Wellesley,03170000,SCI,         453,69,         124,19,         329,50,         183,28,          20,3,         656,99,     510.1,,
Wellfleet,03180000,ELA,          23,49,           4,9,          19,40,          17,36,           7,15,          47,96,     503.7,,          10
Wellfleet,03180000,MATH,          23,49,           1,2,          22,47,          18,38,           6,13,          47,96,     498.5,,          10
Wellfleet,03180000,SCI,           5,38,           1,8,           4,31,           5,38,           3,23,          13,87,     498.8,,
West Boylston,03220000,ELA,         228,58,          42,11,         186,47,         132,34,          32,8,         392,96,     503.9,          40.8,         246
West Boylston,03220000,MATH,         197,50,          25,6,         172,44,         148,38,          47,12,         392,96,     498.5,          36.5,         245
West Boylston,03220000,SCI,          63,53,          12,10,          51,43,          45,38,          10,8,         118,92,     502.4,,
West Bridgewater,03230000,ELA,         291,51,          37,6,         254,44,         226,39,          59,10,         576,93,     499.3,          36.3,         375
West Bridgewater,03230000,MATH,         139,24,          17,3,         122,21,         331,58,         103,18,         573,93,     487.3,          21.1,         372
West Bridgewater,03230000,SCI,          78,40,           9,5,          69,35,          91,47,          26,13,         195,93,     494.4,,
West Springfield,03320000,ELA,         710,41,         100,6,         610,35,         740,43,         279,16,"       1,729",97,     494.3,          37.2,"       1,046"
West Springfield,03320000,MATH,         472,27,          50,3,         422,24,         847,49,         407,24,"       1,726",97,     486.7,          27.1,"       1,044"
West Springfield,03320000,SCI,         188,36,          24,5,         164,31,         226,43,         107,21,         521,95,     491.7,,
Westborough,03210000,ELA,"       1,252",72,         346,20,         906,52,         387,22,          93,5,"       1,732",97,     511.8,          53.0,"       1,026"
Westborough,03210000,MATH,"       1,085",63,         276,16,         809,47,         526,30,         117,7,"       1,728",97,     507.1,          45.4,"       1,029"
Westborough,03210000,SCI,         329,62,          74,14,         255,48,         161,30,          39,7,         529,97,     506.3,,
Westfield,03250000,ELA,         839,42,         114,6,         725,37,         801,40,         341,17,"       1,981",92,     493.8,          35.3,"       1,252"
Westfield,03250000,MATH,         535,27,          35,2,         500,25,         969,49,         471,24,"       1,975",92,     485.8,          25.3,"       1,251"
Westfield,03250000,SCI,         235,37,          30,5,         205,32,         289,45,         114,18,         638,91,     491.9,,
Westford,03260000,ELA,"       1,565",73,         362,17,"       1,203",56,         497,23,          93,4,"       2,155",98,     510.9,          47.5,"       1,405"
Westford,03260000,MATH,"       1,403",65,         338,16,"       1,065",49,         649,30,         101,5,"       2,153",98,     508.2,          39.2,"       1,401"
Westford,03260000,SCI,         490,69,         125,17,         365,51,         199,28,          26,4,         715,98,     509.8,,
Westhampton,03270000,ELA,          41,63,           9,14,          32,49,          23,35,           1,2,          65,97,     507.3,          47.6,          36
Westhampton,03270000,MATH,          36,55,           8,12,          28,43,          24,37,           5,8,          65,97,     503.3,          44.5,          36
Westhampton,03270000,SCI,           9,56,           2,13,           7,44,           7,44,           0,0,          16,94,     506.4,,
Weston,03300000,ELA,         648,76,         214,25,         434,51,         178,21,          23,3,         849,98,     515.2,          44.8,         542
Weston,03300000,MATH,         587,69,         153,18,         434,51,         219,26,          44,5,         850,98,     510.3,          40.1,         541
Weston,03300000,SCI,         219,73,          89,30,         130,44,          70,23,           9,3,         298,99,     516.0,,
Westport,03310000,ELA,         302,45,          25,4,         277,41,         278,41,          90,13,         670,96,     495.5,          32.9,         429
Westport,03310000,MATH,         254,37,          10,1,         244,36,         332,49,          93,14,         679,97,     492.1,          29.6,         436
Westport,03310000,SCI,         107,50,          18,8,          89,41,          81,38,          27,13,         215,96,     499.5,,
Westwood,03350000,ELA,         991,75,         330,25,         661,50,         271,21,          54,4,"       1,316",99,     514.6,          43.7,         852
Westwood,03350000,MATH,         809,62,         171,13,         638,49,         425,32,          80,6,"       1,314",99,     505.6,          31.2,         850
Westwood,03350000,SCI,         295,70,          73,17,         222,52,         111,26,          17,4,         423,100,     511.1,,
Weymouth,03360000,ELA,"       1,049",42,         146,6,         903,37,"       1,012",41,         408,17,"       2,469",99,     494.5,          30.5,"       1,537"
Weymouth,03360000,MATH,         738,30,          88,4,         650,26,"       1,230",50,         499,20,"       2,467",99,     489.0,          29.1,"       1,533"
Weymouth,03360000,SCI,         255,35,          27,4,         228,31,         341,47,         132,18,         728,98,     492.3,,
Whately,03370000,ELA,          33,63,          13,25,          20,38,          16,31,           3,6,          52,98,     508.1,          51.1,          25
Whately,03370000,MATH,          25,47,           3,6,          22,42,          21,40,           7,13,          53,100,     496.6,          30.6,          25
Whately,03370000,SCI,           6,60,           2,20,           4,40,           4,40,           0,0,          10,91,     508.0,,
Whitman-Hanson,07800000,ELA,         803,49,         131,8,         672,41,         667,40,         179,11,"       1,649",96,     498.9,          36.0,"       1,077"
Whitman-Hanson,07800000,MATH,         529,32,          31,2,         498,30,         849,51,         277,17,"       1,655",97,     490.2,          32.5,"       1,080"
Whitman-Hanson,07800000,SCI,         250,43,          34,6,         216,37,         255,44,          77,13,         582,97,     496.2,,
Williamsburg,03400000,ELA,          45,70,          11,17,          34,53,          15,23,           4,6,          64,89,     510.9,          52.6,          34
Williamsburg,03400000,MATH,          29,45,           4,6,          25,38,          29,45,           7,11,          65,90,     498.4,          33.4,          35
Williamsburg,03400000,SCI,          11,52,           0,0,          11,52,           8,38,           2,10,          21,81,     499.3,,
Wilmington,03420000,ELA,         755,56,          87,6,         668,50,         477,35,         114,8,"       1,346",93,     501.4,          35.2,         870
Wilmington,03420000,MATH,         622,46,          74,5,         548,41,         600,45,         126,9,"       1,348",93,     497.9,          31.0,         874
Wilmington,03420000,SCI,         220,50,          36,8,         184,42,         185,42,          36,8,         441,93,     500.1,,
Winchendon,03430000,ELA,         182,33,          16,3,         166,30,         282,51,          92,17,         556,96,     491.0,          40.0,         319
Winchendon,03430000,MATH,          72,13,           3,1,          69,12,         310,56,         171,31,         553,96,     479.5,          32.0,         319
Winchendon,03430000,SCI,          54,31,           2,1,          52,30,          90,52,          29,17,         173,97,     490.7,,
Winchester,03440000,ELA,"       1,478",73,         318,16,"       1,160",57,         481,24,          72,4,"       2,031",95,     510.8,          36.7,"       1,256"
Winchester,03440000,MATH,"       1,220",61,         258,13,         962,48,         681,34,         108,5,"       2,009",94,     506.0,          30.4,"       1,240"
Winchester,03440000,SCI,         454,73,         133,21,         321,52,         155,25,          12,2,         621,94,     513.1,,
Winthrop,03460000,ELA,         379,46,          43,5,         336,40,         352,42,          99,12,         830,98,     496.3,          31.5,         531
Winthrop,03460000,MATH,         218,26,          21,3,         197,24,         455,55,         159,19,         832,99,     487.8,          24.9,         535
Winthrop,03460000,SCI,          86,33,          12,5,          74,29,         133,52,          38,15,         257,99,     492.5,,
Woburn,03470000,ELA,         888,46,         125,7,         763,40,         782,41,         249,13,"       1,919",97,     497.3,          36.2,"       1,179"
Woburn,03470000,MATH,         640,33,          66,3,         574,30,         942,49,         336,18,"       1,918",97,     490.7,          32.8,"       1,178"
Woburn,03470000,SCI,         252,40,          36,6,         216,34,         285,45,         100,16,         637,96,     494.3,,
Worcester,03480000,ELA,"       2,743",28,         393,4,"       2,350",24,"       4,182",43,"       2,785",29,"       9,710",92,     485.8,          30.2,"       5,507"
Worcester,03480000,MATH,"       1,478",15,         137,1,"       1,341",14,"       4,343",45,"       3,873",40,"       9,694",92,     477.0,          24.7,"       5,493"
Worcester,03480000,SCI,         550,21,          52,2,         498,19,"       1,152",45,         868,34,"       2,570",87,     481.9,,
Worthington,03490000,ELA,          21,60,           0,0,          21,60,           8,23,           6,17,          35,100,     495.5,,          13
Worthington,03490000,MATH,          10,29,           0,0,          10,29,          18,51,           7,20,          35,100,     484.9,,          13
Wrentham,03500000,ELA,         317,61,          59,11,         258,50,         162,31,          38,7,         517,100,     505.0,          35.5,         239
Wrentham,03500000,MATH,         195,38,          14,3,         181,35,         249,48,          73,14,         517,100,     492.5,          24.1,         239
Wrentham,03500000,SCI,          71,58,          14,11,          57,47,          40,33,          11,9,         122,100,     504.8,,
State,00000000,ELA,"     182,190",46,"      31,541",8,"     150,649",38,"     149,728",38,"      63,826",16,"     395,744",95,     496.5,          35.8,"     245,966"
State,00000000,MATH,"     132,105",33,"      18,518",5,"     113,587",29,"     176,477",45,"      86,908",22,"     395,490",95,     489.7,          30.4,"     245,839"
State,00000000,SCI,"      49,372",42,"       8,668",7,"      40,704",34,"      48,191",41,"      20,446",17,"     118,009",94,     494.8,,
